keyframe_id,processed_index,scan_index,timestamp,original_x,original_y,original_theta,optimized_x,optimized_y,optimized_theta,correction_dx,correction_dy,correction_dtheta
0,0,0,1774265766.515001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1774265766.715578,0.25170169693884864,0.06109997957982444,-0.19275583367086846,0.25170169694099814,0.06109997958085178,-0.19275583366825597,2.309097357766632e-12,3.697736561392162e-13,2.612474344604599e-12
2,10,20,1774265768.386976,0.46928336594722636,0.021283310771156007,-0.2134923384236128,0.4692833659515298,0.021283310773075076,-0.2134923384145136,4.49712489469789e-12,-2.3510152158401354e-12,9.09919816700917e-12
3,14,28,1774265769.128131,0.7041536500696599,-0.03883750359164807,-0.25543224908758366,0.7170749610040578,-0.04437593246823076,-0.20589487401621379,0.011861992515671993,-0.04045373060508241,0.04953737507136987
4,18,36,1774265769.865751,1.0005051979262105,-0.11054725798017379,-0.15808008572936844,1.0295351382848872,-0.10686167328107672,-0.05838990985898141,0.022995169482390887,-0.09643869254760208,0.099690175870387
5,24,48,1774265770.972939,1.1866971339547305,-0.20098711841645883,-0.2143495900082434,1.23672499064696,-0.18386015538937256,-0.06440489107800469,0.03331923156081795,-0.16240115951282566,0.14994469893023873
6,28,56,1774265771.714619,1.427621279588462,-0.2069793224886017,-0.20453143691410489,1.4887622555399758,-0.15933347127947273,-0.0031903443749207528,0.048587526727026153,-0.2420360006252284,0.2013410925391841
7,32,64,1774265772.456966,1.6718719186094895,-0.17878405926344287,-0.17225610502316516,1.7353615747265343,-0.0884001015038055,0.08200293014105842,0.07227119020492379,-0.33588712135222387,0.2542590351642236
8,35,70,1774265773.011149,1.8917811749518536,-0.22904653416561407,-0.33438516072959035,1.9737644817461346,-0.08727165433970999,-0.02631821159053002,0.10159471769825834,-0.44262880327640364,0.30806694913906035
9,39,78,1774265773.750477,2.110194768842798,-0.33663783801647246,-0.4251840511390806,2.227440328147489,-0.1291093988326959,-0.06273294444519216,0.13498302910867466,-0.5625484927491373,0.3624511066938886
10,42,84,1774265774.308013,2.2417277653950207,-0.44849812703754255,-0.6300630586332737,2.4030109939083153,-0.19260333491975726,-0.21312648809215504,0.17169911754470624,-0.6903394643074537,0.4169365705411186
11,45,90,1774265774.866308,2.3675003442090663,-0.6156054290402788,-0.888251543698305,2.598602425068301,-0.3000005834275939,-0.4170324730340132,0.20965472102822602,-0.8262674277713788,0.47121907066429175
12,48,96,1774265775.423431,2.443730300697507,-0.7925333291890007,-1.1280978845323206,2.7597662708902613,-0.4285781888192094,-0.603108845831976,0.24791401526716372,-0.9675819980299497,0.5249890387003446
13,50,100,1774265775.794204,2.4676408833833996,-0.9448529187627378,-1.3683894204376648,2.8697212272677164,-0.5539391738787598,-0.7903043147861489,0.2867583575192745,-1.1109861924872102,0.5780851056515157
14,54,108,1774265776.534669,2.4213800717829232,-1.189584243504385,-1.2630020220760372,2.977625004711424,-0.789720550571315,-0.6334535084394436,0.32003615968052035,-1.253847316863332,0.6295485136365936
15,57,114,1774265777.091201,2.455175101993337,-1.33396857817164,-1.6077297160174677,3.10287320801244,-0.8920660525602979,-0.9271369683246627,0.35530662550782477,-1.400234158309933,0.680592747692805
16,61,122,1774265777.826819,2.4953153725897015,-1.5304223767010203,-1.5968253713396214,3.270610834715155,-1.0250299288086189,-0.8657144336864322,0.39115696613380013,-1.5518476188130013,0.7311109376531891
17,65,130,1774265778.563697,2.470418165980892,-1.7529324167040112,-1.6086491038570994,3.413567141969363,-1.212835986471792,-0.8281099419693014,0.4247774079227531,-1.705658366237315,0.780539161887798
18,69,138,1774265779.300681,2.3928711706688395,-1.9727961719635791,-1.7891337808377032,3.5260985613845577,-1.4291620658691604,-0.9606143751249855,0.4547798490905741,-1.8589975495661668,0.8285194057127178
19,72,144,1774265779.854996,2.263627961588059,-2.140691667357921,-2.019258947531404,3.5753831042075377,-1.6434357811666451,-1.144423124185635,0.48127078834900994,-2.0081841054006624,0.8748358233457687
20,74,148,1774265780.226114,2.1347343358702373,-2.1673527049935917,-2.230890581862407,3.5261284651293643,-1.7649851099455236,-1.3109672542166775,0.5084845135776552,-2.1501258819364555,0.9199233276457296
21,77,154,1774265780.785517,1.9131509826692525,-2.3289525328112646,-2.4548885930359576,3.533358176179931,-2.044715610958967,-1.4922607240007206,0.5288883959514923,-2.2841481114061932,0.9626278690352371
22,80,160,1774265781.346537,1.7050289163874444,-2.3613409722816727,-2.6068331500977684,3.453946823045397,-2.239564590557571,-1.6034724186110905,0.5462662784230417,-2.4082318473626274,1.003360731486678
23,84,168,1774265782.089892,1.4556383599398226,-2.3998682231742148,-2.757459220738957,3.3653172056551943,-2.476116888414241,-1.7157305832736078,0.5588612602793783,-2.521455064319259,1.0417286374653494
24,87,174,1774265782.647801,1.240730449301186,-2.466248074006858,-2.790572195258137,3.3270725879837157,-2.7006844076378056,-1.712551333290337,0.5672946575195517,-2.627081521222968,1.0780208619677998
25,90,180,1774265783.204263,1.042861534485886,-2.6041263150640095,-2.776687598905969,3.367861403320723,-2.9457764193332268,-1.664335182487031,0.5711096075418527,-2.7284898856345707,1.1123524164189382
26,93,186,1774265783.761073,0.809938301754879,-2.6914907916015536,-2.725931543427509,3.356045200719962,-3.1988503802019728,-1.5814712333311989,0.5705377604853927,-2.8232561386015527,1.14446031009631
27,96,192,1774265784.317659,0.6131608232351539,-2.7981469263809626,-2.7223003954480327,3.384700659817466,-3.4276584751829184,-1.5475973884279244,0.5666315115375813,-2.913772600422067,1.1747030070201083
28,100,200,1774265785.059883,0.4632670278725884,-2.9375871516980903,-2.72428300191835,3.4684344897745474,-3.625283638521282,-1.5207305135694975,0.5603908178496404,-3.0029359743390307,1.2035524883488526
29,103,206,1774265785.612938,0.2044407983122345,-3.0413268017123896,-2.8697513521064724,3.485248027181463,-3.909637029060273,-1.6397367816792192,0.5504877423604913,-3.085836795104137,1.2300145704272532
30,106,212,1774265786.167525,-0.03101783859840849,-3.042739152900636,-2.919895023710909,3.420804543802597,-4.137565775259149,-1.6656197405987931,0.538871079301785,-3.1609987447404326,1.254275283112116
31,109,218,1774265786.722055,-0.2672003284810635,-3.018356322959075,-3.121945349349166,3.3370395566105486,-4.359964645269565,-1.8456344278797105,0.5261727700389005,-3.2281966407581324,1.2763109214694552
32,112,224,1774265787.276108,-0.6899471433831316,-3.0511951898236522,2.9011800541365718,3.258684890953635,-4.7795827250636975,-2.0875626786030255,0.5115138730504567,-3.283297142209158,1.2944425744399892
33,115,230,1774265787.828473,-0.9274573992223537,-2.945250366043247,2.7962634725551565,3.1048767012346192,-4.984712489647667,-2.1766825411306354,0.4979689568764738,-3.3298079732311763,1.3102392934937943
