keyframe_id,processed_index,scan_index,timestamp,original_x,original_y,original_theta,optimized_x,optimized_y,optimized_theta,correction_dx,correction_dy,correction_dtheta
0,0,0,1774268091.893148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1774268092.123623,2.857083038626883,-0.4619460160260611,1.8024853348372967,2.857083038583451,-0.46194601601714047,1.8024853351106698,-1.6971535288234918e-10,-7.721289163598044e-10,2.733730743865012e-10
2,21,42,1774268095.574426,3.10742191001097,-0.4446158498495985,1.958323725049276,3.107421909919369,-0.44461584976332125,1.9583237255940313,-3.3380764818957687e-10,-1.6065075381099803e-09,5.447553648801006e-10
3,167,334,1774268120.885891,3.0684563258601183,-0.49680884495955896,2.1705777228472494,3.068456325753518,-0.4968088448855877,2.1705777236651302,-5.129305868933898e-10,-2.435660506616699e-09,8.178808965416777e-10
4,173,346,1774268121.918902,3.390260285321319,-0.32404880079028164,2.308361114176006,3.3902602850299908,-0.324048800444192,2.3083611152600967,-6.426268406301006e-10,-3.329259423701103e-09,1.08409060555353e-09
5,179,358,1774268122.953198,3.6038297510200636,-0.19305422326475452,2.4156937727998833,3.6038297505432935,-0.1930542226782146,2.4156937741451205,-7.364735488124552e-10,-4.2614662909556955e-09,1.3452373053709273e-09
6,183,366,1774268123.647403,3.3619837608295207,0.09383103414494783,2.4030072216660665,3.3619837599233904,0.0938310344150685,2.403007223265582,-7.560463366473869e-10,-5.107424830286256e-09,1.5995156481898752e-09
7,186,372,1774268124.163428,3.1726603982119395,0.3295062869550244,2.357544003251866,3.172660396885411,0.3295062869312404,2.3575440050999616,-7.175695593275577e-10,-5.8871635344459605e-09,1.8480955763956186e-09
8,191,382,1774268125.024163,2.9780797025445755,0.5753475835095501,2.357447940874915,2.9780797007202766,0.5753475831350829,2.3574479429656297,-6.214113668079335e-10,-6.600781699006575e-09,2.0907147252037825e-09
9,195,390,1774268125.710618,2.7526939589087274,0.7717542198613978,2.255401628248011,2.752693956630366,0.7717542190246345,2.2554016305769977,-4.809557196949754e-10,-7.247751065975194e-09,2.3289867944668008e-09
10,212,424,1774268128.632535,3.0308259179311827,0.9164319690337852,2.3823981476194627,3.030825915272437,0.916431968853709,2.3823981501808795,-3.1138158718135855e-10,-7.943284918709992e-09,2.5614168098285665e-09
11,217,434,1774268129.495977,2.924172536519035,0.7826295851457189,2.173856454546288,2.924172534159581,0.7826295847013791,2.1738564573446424,-1.6937917735049268e-10,-8.627211278700031e-09,2.7983545341458525e-09
