scan_index,timestamp,x,y,theta
0,1774268091.893148,0.0,0.0,0.0
1,1774268092.061559,0.8078816523670133,-0.4781873730010682,0.5651485504523696
2,1774268092.123623,0.8148922731222041,-0.47169544639777444,0.5607555305650848
3,1774268092.160955,0.7984389483373727,-0.4576606911150071,0.5646448273627442
4,1774268092.249627,0.84634604574721,-0.45798257485587446,0.5692623930820319
5,1774268092.337667,0.8460039927584048,-0.41996758111386356,0.56782018734445
6,1774268092.426284,0.8875805144276582,-0.47841903308944644,0.5676348650689448
7,1774268092.515170,0.8565851589770301,-0.45139241524707696,0.5965928685005578
8,1774268092.603008,0.9112977808831225,-0.48151783279604304,0.6203376062889687
9,1774268092.691168,0.8830377449862425,-0.4438978630142833,0.6271454617383813
10,1774268092.779486,0.8947327493344668,-0.49553299092242337,0.6233405527604947
11,1774268092.866877,0.9260236859785858,-0.5285245483963796,0.6242387854039152
12,1774268092.953946,0.9210934425226964,-0.501924941544097,0.6311627707028049
13,1774268093.042686,0.9541884171217376,-0.5409534059865216,0.6566330413288621
14,1774268093.129109,0.9529191672680732,-0.520317722307986,0.661362436106366
15,1774268093.217103,0.9322191461479166,-0.5060134651117865,0.6656320029355757
16,1774268093.304790,0.9756321548421113,-0.5518352094366301,0.6877208682326313
17,1774268093.391928,0.9647300882105736,-0.5355807090831894,0.6810877514393406
18,1774268093.479952,0.9793263221780458,-0.5644342556390829,0.6631788253707303
19,1774268093.566694,0.97054874194325,-0.5581222388066988,0.6430921771448098
20,1774268093.654168,1.067359605681422,-0.29647816128690074,0.6270538064963836
21,1774268093.742789,1.095870950626048,-0.28982858522706306,0.6354652797369542
22,1774268093.829859,1.0662506248774155,-0.27586279317160295,0.6479671554270899
23,1774268093.918007,1.1183489287165356,-0.3057993065859847,0.6641132985354183
24,1774268094.004902,1.0705404878352451,-0.22577002372762456,0.631008205799502
25,1774268094.091832,1.1083371384298135,-0.3263455729693709,0.6449502200730997
26,1774268094.179011,1.0948092417546211,-0.3296889456774088,0.6304968819799243
27,1774268094.266203,1.1001496865559992,-0.2944164583211713,0.6359025553802113
28,1774268094.353076,1.0986504335909952,-0.313231031709043,0.6223247643675723
29,1774268094.439871,1.0875346426123818,-0.26501232073006936,0.6137229805052318
30,1774268094.527083,1.0978531455743488,-0.2681890848269457,0.6222808375073361
31,1774268094.613423,1.0995641154928204,-0.3064829789325653,0.6287578240288775
32,1774268094.700039,1.0836923827514051,-0.28741518064135313,0.6181612281420844
33,1774268094.787196,1.0934906852769473,-0.32546593824833725,0.6130032587552015
34,1774268094.874171,1.1033368794447838,-0.34343197802490694,0.6222206119949665
35,1774268094.961557,1.0957179810130262,-0.32854223552584166,0.624913701028959
36,1774268095.049504,1.060761093100749,-0.2575167265140882,0.6082378114355986
37,1774268095.136889,1.0659803523965952,-0.2655422925320234,0.609309166413414
38,1774268095.224392,1.073958751023727,-0.2613335479172669,0.6177247936540103
39,1774268095.311974,1.0922225499747211,-0.2698751680203115,0.6346874374906549
40,1774268095.399499,1.0922628345027012,-0.260442576072548,0.6356983161281551
41,1774268095.486902,1.0872820482085122,-0.25276854874745086,0.6424452852491739
42,1774268095.574426,1.1033058044153756,-0.2759320221774047,0.6530685897484906
43,1774268095.662122,1.0694282101072814,-0.2344433236457309,0.648479262125504
44,1774268095.749864,1.0913845733523329,-0.2635635625559871,0.6531608711900015
45,1774268095.836095,1.080915163629257,-0.2688414794118396,0.6523725463068978
46,1774268095.923650,1.0776055921860552,-0.28549427618141043,0.6636136725804354
47,1774268096.011673,1.1093165058703758,-0.30758790656721785,0.6837364897899748
48,1774268096.098187,1.060736991681755,-0.278680233915014,0.678085609390055
49,1774268096.184900,1.0757887531158212,-0.2605317734961292,0.6911479110440859
50,1774268096.271439,1.1190911950187055,-0.3351442259000224,0.6927509603269509
51,1774268096.358987,1.0663173930621466,-0.2382946098446407,0.6823133021496818
52,1774268096.445340,1.0728112467114634,-0.2856770415409367,0.699864531560913
53,1774268096.532342,1.0719091581325864,-0.3070041690389302,0.6923456614991434
54,1774268096.618986,1.0798964875110801,-0.3175107022320939,0.6940484935405424
55,1774268096.706014,1.0810726628387803,-0.317778407498478,0.6860265798407454
56,1774268096.792189,1.0476351855830521,-0.30173225288698047,0.6655774986595239
57,1774268096.879469,1.0501896658852024,-0.2899831164990669,0.6748027791668463
58,1774268096.966606,1.0506541670956717,-0.32613679813813895,0.6580856587406392
59,1774268097.052733,1.0545828715988785,-0.3186761575603496,0.6565819303300942
60,1774268097.139646,1.0468119939237848,-0.31031189185869607,0.6581135975642781
61,1774268097.227312,1.0713819422011401,-0.3447400685908842,0.6593646017536757
62,1774268097.313681,1.0719161424055201,-0.3337762641150706,0.6632730603157301
63,1774268097.400791,1.0990697830516873,-0.39089144743522275,0.6741852897116664
64,1774268097.488253,1.0675471606900233,-0.3214308220708044,0.6621288845371058
65,1774268097.575355,1.092852245355922,-0.363692158599237,0.6778837946403289
66,1774268097.661976,1.059326938555842,-0.35480680382407737,0.6646602773991127
67,1774268097.748555,1.0586103993945093,-0.33352588877911793,0.6619136340376784
