candidate_id,branch_type,source_keyframe_id,target_keyframe_id,source_scan_index,target_scan_index,source_processed_index,target_processed_index,source_timestamp,target_timestamp,source_fraction,target_fraction,keyframe_gap,path_gap_m,pose_distance_m,pose_angle_diff_rad,descriptor_error,descriptor_shift_rad,relative_pose_init_dx,relative_pose_init_dy,relative_pose_init_dtheta,relative_pose_icp_dx,relative_pose_icp_dy,relative_pose_icp_dtheta,mean_residual_m,inlier_ratio,translation_correction_m,rotation_correction_rad,score,accepted_before_dedup,accepted_final,accepted_loop_id,rejection_reason
44,local,36,9,636,390,318,195,1774268146.877856,1774268125.710618,0.1016949152542373,0.025423728813559324,27,9.670218618486603,4.889497088092607,0.4581994917095184,,,4.476419107289255,1.966940199996381,0.4581994917095193,4.476419107289255,1.966940199996381,0.4581994917095193,inf,0.0,0.0,0.0,-inf,False,False,,below_inlier_ratio
45,local,115,83,1138,902,569,451,1774268190.014059,1774268169.721786,0.3248587570621469,0.2344632768361582,32,11.954906601693501,4.319820697030366,0.029729731901902756,,,4.262247401185581,-0.7029210094873033,0.029729731901903034,4.3152144483160075,-0.682142493398391,-0.022860970289665824,0.11695568902928082,0.10869565217391304,0.0568968787595067,0.05259070219156886,-0.01657925984089689,False,False,,below_inlier_ratio
46,local,115,82,1138,898,569,449,1774268190.014059,1774268169.378353,0.3248587570621469,0.23163841807909605,33,12.246018114379744,4.609989669913394,0.07580034654684598,,,4.575580640218206,-0.5621979736432223,0.07580034654684632,4.609997047812603,-0.4917333053589322,0.062027600248584024,0.09226746425368222,0.09782608695652174,0.0784203965057477,0.0137727462982623,-0.0029720542626483627,False,False,,below_inlier_ratio
47,local,115,81,1138,892,569,446,1774268190.014059,1774268168.862602,0.3248587570621469,0.2288135593220339,34,12.535311311650553,4.892121778495455,0.12204867178579182,,,4.881993856732473,-0.31462911253707126,0.12204867178579283,4.926478374036775,-0.28813671250964235,0.08757802441561506,0.10015890063370428,0.043478260869565216,0.051775665510064496,0.03447064737017777,-0.0635817386836544,False,False,,below_inlier_ratio
48,local,116,90,1170,932,585,466,1774268192.763575,1774268172.2948,0.327683615819209,0.2542372881355932,26,11.710553191578121,2.1720180893958645,0.21561708862476747,,,2.169145771236547,-0.11166558910183255,0.21561708862476922,1.8725229944553787,0.06969064580740714,0.1621608762779112,0.0579786978250292,0.45555555555555555,0.3476710451645723,0.05345621234685802,0.36013694259672624,True,False,,suppressed_by_dedup_cluster
49,local,116,89,1170,930,585,465,1774268192.763575,1774268172.123297,0.327683615819209,0.2514124293785311,27,11.992306871827928,2.4497258661628476,0.23239499250347032,,,2.445983581202034,-0.13535560511994582,0.23239499250347218,1.99397751495201,0.0780356186413898,0.16417996862059442,0.0747679343238706,0.3333333333333333,0.49984527436515946,0.06821502388287776,0.20517012037880292,False,False,,below_inlier_ratio
50,local,116,88,1170,924,585,462,1774268192.763575,1774268171.607521,0.327683615819209,0.24858757062146894,28,12.310559907508647,2.762286917976777,0.24185014065778043,,,2.7580963884687772,-0.15209644683921564,0.2418501406577823,-0.4172131085201394,0.8972007568788359,0.13704834803976473,0.062233017446755294,0.45555555555555555,3.3441912360686743,0.10480179261801757,0.05366332487103194,False,False,,lower_score_than_best_current
51,local,116,87,1170,920,585,460,1774268192.763575,1774268171.264368,0.327683615819209,0.2457627118644068,29,12.565965273987011,3.017121719239363,0.1973834763669893,,,3.000425216302393,-0.31697316934188,0.19738347636699063,0.367382509877641,0.7431250544839552,0.07507779032558179,0.050535387676346674,0.4444444444444444,2.8384365657902717,0.12230568604140885,0.10395011588700014,False,False,,lower_score_than_best_current
52,local,116,86,1170,916,585,458,1774268192.763575,1774268170.922599,0.327683615819209,0.24293785310734464,30,12.783420546439345,3.231745774296763,0.18371052415876266,,,3.2123426329024145,-0.35360367436234696,0.18371052415876385,-0.3885780441872954,1.0891020250445582,0.09924648301513647,0.04741296650666821,0.4111111111111111,3.879178966971411,0.08446404114362736,-0.02844295414987959,False,False,,above_translation_correction
53,local,117,91,1174,940,587,470,1774268193.107915,1774268172.97988,0.3305084745762712,0.2570621468926554,26,11.728414654010514,2.212846726767316,0.25788934388484375,,,2.205832249943887,-0.17605317739906745,0.25788934388484586,2.5469155111480677,-0.19121378952103388,0.2328963065446686,0.08287058428515653,0.2765957446808511,0.3414200275812655,0.024993037340177243,0.1583335057705591,False,False,,below_inlier_ratio
54,local,117,90,1174,932,587,466,1774268193.107915,1774268172.2948,0.3305084745762712,0.2542372881355932,27,11.98915123257948,2.449990958215296,0.28337873675465186,,,2.4458043791985844,-0.1431664556721266,0.28337873675465414,1.5861648210369574,0.18061034743893706,0.22373564532043125,0.059730901552987735,0.5106382978723404,0.9185921772958541,0.05964309143422288,0.3560660240180561,True,False,,suppressed_by_dedup_cluster
55,local,117,89,1174,930,587,465,1774268193.107915,1774268172.123297,0.3305084745762712,0.2514124293785311,28,12.270904912829288,2.727958713922584,0.3001566406333547,,,2.7231317443625986,-0.1622105043171942,0.30015664063335706,1.4947654696872852,0.2478832479653443,0.21266997313381117,0.054643540218315086,0.3829787234042553,1.2950137414023373,0.0874866674995459,0.1944594756707292,False,False,,lower_score_than_best_current
56,local,117,88,1174,924,587,462,1774268193.107915,1774268171.607521,0.3305084745762712,0.24858757062146894,29,12.589157948510007,3.040603210942647,0.3096117887876648,,,3.035486076490015,-0.17632970773521972,0.3096117887876672,2.4527771903786655,0.07091899037876893,0.24796004859875628,0.08875882439701803,0.4148936170212766,0.6329941268860177,0.061651740188910925,0.25975279292621123,False,False,,lower_score_than_best_current
57,local,117,87,1174,920,587,460,1774268193.107915,1774268171.264368,0.3305084745762712,0.2457627118644068,30,12.84456331498837,3.2954793987294955,0.26514512449687366,,,3.2764634931788343,-0.3535130058666631,0.26514512449687555,0.18714179711089488,0.8313423378813005,0.15533846887466754,0.04866453978762857,0.5106382978723404,3.308744584794087,0.10980665562220802,0.12560896682419267,False,False,,lower_score_than_best_current
58,local,118,92,1176,942,588,471,1774268193.279161,1774268173.15184,0.3333333333333333,0.2598870056497175,26,11.592254882698754,2.0688455201819456,0.3129248059087013,,,2.0659584927421815,-0.10925791798928763,0.31292480590870325,2.514962612282122,-0.11313268139884176,0.27162181828231163,0.08713920053498193,0.4588235294117647,0.44902083821947203,0.04130298762639162,0.324717095673516,False,False,,lower_score_than_best_current
59,local,118,91,1176,940,588,470,1774268193.279161,1774268172.97988,0.3333333333333333,0.2570621468926554,27,11.944659747172203,2.4210399072978848,0.2663004858697828,,,2.407731204641026,-0.25350479073738796,0.2663004858697848,2.0422503564631156,-0.03752660084349685,0.22937516414776662,0.06979743002984051,0.3764705882352941,0.42452659386036873,0.03692532172201815,0.26237423273331584,False,False,,lower_score_than_best_current
60,local,118,90,1176,932,588,466,1774268193.279161,1774268172.2948,0.3333333333333333,0.2542372881355932,28,12.20539632574117,2.658356599849799,0.2917898787395909,,,2.6496117304800677,-0.21544718533179008,0.29178987873959306,1.6052289313566948,0.2011912585555701,0.20286143785141755,0.05743411369323375,0.5176470588235295,1.1244211951175824,0.0889284408881755,0.3433244035741287,True,False,,suppressed_by_dedup_cluster
61,local,118,89,1176,930,588,465,1774268193.279161,1774268172.123297,0.3333333333333333,0.2514124293785311,29,12.487150005990976,2.9372256071483194,0.30856778261829376,,,2.928123072869104,-0.23106176104970366,0.3085677826182959,1.604573516265445,0.238727294910624,0.20860855240739815,0.0660659223353359,0.4,1.4044519165446134,0.09995923021089778,0.18849092449965787,False,False,,lower_score_than_best_current
62,local,118,88,1176,924,588,462,1774268193.279161,1774268171.607521,0.3333333333333333,0.24858757062146894,30,12.805403041671696,3.2502337482340242,0.3180229307726039,,,3.241119231103367,-0.24323969234341636,0.318022930772606,0.017052365197141952,0.7957648755222281,0.204209892344273,0.056574451548582275,0.5411764705882353,3.3873496494870534,0.11381303842833301,0.14017640216953098,False,False,,lower_score_than_best_current
63,local,119,92,1180,942,590,471,1774268193.621478,1774268173.15184,0.3361581920903955,0.2598870056497175,27,11.827838906840732,2.3021887230537215,0.2574132257310904,,,2.2989404374278646,-0.12225294153797783,0.2574132257310921,1.3481113160659024,0.2016457743123401,0.19438625513900257,0.06916265509910276,0.43037974683544306,1.0044831487682837,0.06302697059208953,0.25761742832990747,False,False,,lower_score_than_best_current
64,local,119,91,1180,940,590,470,1774268193.621478,1774268172.97988,0.3361581920903955,0.2570621468926554,28,12.180243771314181,2.654383285769023,0.21078890569217193,,,2.639854299304213,-0.2773443819784518,0.2107889056921736,0.7716989153492055,0.35902567052775564,0.15601850217231814,0.06640047761555773,0.3924050632911392,1.9735681853756244,0.05477040351985545,0.12590924696202627,False,False,,lower_score_than_best_current
65,local,119,90,1180,932,590,466,1774268193.621478,1774268172.2948,0.3361581920903955,0.2542372881355932,29,12.440980349883148,2.891698709663826,0.23627829856198002,,,2.882267013885823,-0.23336299650354242,0.23627829856198185,1.9418439896487407,0.13246734093876436,0.1557080409784448,0.06759021753089235,0.43037974683544306,1.009072495070781,0.08057025758353706,0.25785376691829576,True,False,,suppressed_by_dedup_cluster
66,local,119,89,1180,930,590,465,1774268193.621478,1774268172.123297,0.3361581920903955,0.2514124293785311,30,12.722734030132955,3.1705320002799366,0.25305620244068283,,,3.1610461866930937,-0.24507176579958845,0.2530562024406848,2.1446114956593805,0.12047540484828992,0.14855609043700063,0.10204873127181029,0.26582278481012656,1.0801686049434454,0.10450011200368414,0.050532187443787506,False,False,,below_inlier_ratio
67,local,119,88,1180,924,590,462,1774268193.621478,1774268171.607521,0.3361581920903955,0.24858757062146894,31,13.040987065813674,3.483513617785463,0.262511350594993,,,3.474164398058738,-0.2550467811165964,0.2625113505949949,0.30851766964794564,0.7469695351781713,0.13716679155831682,0.05802662056896109,0.43037974683544306,3.320445136908437,0.12534455903667813,0.03404138462380438,False,False,,lower_score_than_best_current
68,local,120,95,1190,956,595,478,1774268194.47896,1774268174.362948,0.3389830508474576,0.268361581920904,25,11.31688586798542,1.7189367672222713,0.21248613849788933,,,1.716488395997036,-0.09171257338050154,0.21248613849789105,2.0431779454093073,-0.19024210627632904,0.057902184754500964,0.09906846045897083,0.2777777777777778,0.3412244577222781,0.1545839537433901,0.13685767385940964,False,False,,below_inlier_ratio
69,local,120,94,1190,952,595,476,1774268194.47896,1774268174.016381,0.3389830508474576,0.2655367231638418,26,11.587433620979368,1.985807093295421,0.17817698116994318,,,1.973476513766089,-0.22095307509977147,0.17817698116994446,3.758606120401048,-0.8478039693823186,0.20328071761720765,0.0556244226527133,0.26666666666666666,1.8919909503344652,0.025103736447263186,0.020587962158143663,False,False,,below_inlier_ratio
70,local,120,93,1190,948,595,474,1774268194.47896,1774268173.671487,0.3389830508474576,0.2627118644067797,27,11.79299907597757,2.1911064665176196,0.2082727138230731,,,2.1829805073346265,-0.18853024216917902,0.20827271382307505,2.2235304314772595,-0.18207693508227313,0.1966321515605715,0.08254458552152205,0.45555555555555555,0.04106021822069633,0.01164056226250354,0.36832292009883866,True,False,,suppressed_by_dedup_cluster
71,local,120,92,1190,942,595,471,1774268194.47896,1774268173.15184,0.3389830508474576,0.2598870056497175,28,12.083759618626573,2.4765680537666044,0.28503450090318116,,,2.4765680222026543,-0.000395399185421752,0.2850345009031833,2.465444875274137,-0.014877665167679527,0.2975325871657202,0.09206863891141874,0.4111111111111111,0.018260898816165803,0.0124980862625369,0.3165914780049489,False,False,,lower_score_than_best_current
72,local,120,91,1190,940,595,470,1774268194.47896,1774268172.97988,0.3389830508474576,0.2570621468926554,29,12.436164483100022,2.827722175185393,0.2384101808642627,,,2.8229683200466855,-0.16389802942070908,0.23841018086426474,1.1108830298789603,0.31236537509207296,0.27728215543682583,0.06646446511715436,0.3888888888888889,1.7770939399161796,0.03887197457256109,0.14277143105148848,False,False,,lower_score_than_best_current
73,local,121,98,1206,972,603,486,1774268195.852764,1774268175.749671,0.3418079096045198,0.2768361581920904,23,11.087421360752607,1.0567308804160207,0.286202043308879,,,1.0493902801537125,0.12433902663175012,0.28620204330888105,-0.01935957326519155,0.3706226758656573,0.29339316447047226,0.0554754215834064,0.52,1.0967597207514956,0.007191121161591207,0.35448905028336447,False,False,,lower_score_than_best_current
