processed_index,scan_index,timestamp,original_x,original_y,original_theta,optimized_x,optimized_y,optimized_theta
0,0,1774268091.893148,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1774268092.123623,2.857083038626883,-0.4619460160260611,1.8024853348372967,2.857083038627112,-0.46194601602568053,1.802485334899054
2,4,1774268092.249627,2.83230490765311,-0.44545696550602903,1.8040389135653248,2.832304907652335,-0.44545696550800773,1.8040389136301669
3,6,1774268092.426284,2.900781734064326,-0.43997952042716965,1.8045386054058727,2.9007817340631927,-0.439979520425326,1.8045386054737997
4,8,1774268092.603008,2.8850609646398175,-0.4230929004940528,1.8578121570341004,2.885060964637482,-0.4230929004939433,1.857812157105112
5,10,1774268092.779486,2.8978795454239608,-0.4315515475621446,1.8699098387830482,2.8978795454221973,-0.4315515475617517,1.8699098388571447
6,12,1774268092.953946,2.9271406092834975,-0.414904697391699,1.8791601310005133,2.92714060928042,-0.41490469738967445,1.8791601310776949
7,14,1774268093.129109,2.9101882840639908,-0.43622340738206394,1.8922934367722175,2.910188284062545,-0.43622340738193666,1.8922934368524837
8,16,1774268093.30479,2.9983125006764264,-0.4240070756662754,1.9487778650239693,2.9983125006739475,-0.42400707565939166,1.9487778651073204
9,18,1774268093.479952,2.9844728222869588,-0.42389722951476927,1.9068274447422637,2.984472822284418,-0.42389722950939873,1.9068274448286997
10,20,1774268093.654168,3.0162903852514535,-0.43943170136774184,1.9216647153658555,3.016290385250251,-0.4394317013598827,1.921664715455376
11,22,1774268093.829859,3.029333720666604,-0.45040386824941137,1.9457086662754615,3.029333720666413,-0.45040386824060574,1.945708666368067
12,24,1774268094.004902,2.966826521667143,-0.4283328757397026,1.9266009991169117,2.9668265216648693,-0.4283328757370996,1.926600999212602
13,26,1774268094.179011,3.0346087427528747,-0.4247261897103216,1.9289244212769787,3.0346087427502058,-0.42472618970143755,1.928924421375754
14,28,1774268094.353076,2.9903124864599384,-0.46434574007221496,1.890527191756802,2.990312486461255,-0.4643457400680479,1.8905271918586621
15,30,1774268094.527083,2.9676278599427492,-0.46316854534786805,1.8789353111593872,2.967627859944015,-0.46316854534642327,1.8789353112643319
