accepted_loop_id,branch_type,source_keyframe_id,target_keyframe_id,source_scan_index,target_scan_index,source_processed_index,target_processed_index,source_timestamp,target_timestamp,source_fraction,target_fraction,keyframe_gap,path_gap_m,descriptor_error,descriptor_shift_rad,relative_pose_init_dx,relative_pose_init_dy,relative_pose_init_dtheta,relative_pose_icp_dx,relative_pose_icp_dy,relative_pose_icp_dtheta,score,mean_residual_m,inlier_ratio,translation_correction_m,rotation_correction_rad
0,anchor,60,17,448,130,224,65,1774265807.891046,1774265778.563697,0.7058823529411765,0.2,43,10.764378574108079,0.10145804398148149,0.0,0.07629045353277497,-0.07698432708296665,0.0,-0.02912803121815854,0.06612701525299598,0.0016368969409628043,0.9692526371163022,0.012890841321619393,1.0,0.1777467671503026,0.0016368969409628043
1,anchor,67,3,494,28,247,14,1774265812.119461,1774265769.128131,0.788235294117647,0.03529411764705882,64,15.412824093203486,0.16045688657407406,0.08726646259971647,-0.04728939371527785,0.19721877927749343,0.08726646259971647,-0.20299871151177698,0.2987329141941417,0.09585815608611244,0.7070883523533354,0.08639429515678222,0.8125,0.1858776781556264,0.008591693486395963
2,anchor,76,12,554,96,277,48,1774265817.641761,1774265775.423431,0.8941176470588236,0.1411764705882353,64,15.538568575549583,0.07181047453703704,0.0,0.19699248017787635,0.53095832336769,0.0,0.06408216092043914,0.18854158878535557,-0.1973827205230817,0.7108586466707216,0.09691045739542169,0.8543689320388349,0.367306919465374,0.1973827205230817
3,anchor,85,2,636,20,318,10,1774265825.154462,1774265768.386976,1.0,0.023529411764705882,83,21.008281696018905,0.07181336805555556,0.0,-0.04472360215760285,0.12212754901222023,0.0,0.030655873197561766,0.13658051711073999,-0.05207610087332013,0.9689034267476063,0.02081751343010521,1.0,0.07675254778622466,0.05207610087332013
